"Brand","Store Number","Name","Ownership Type","Facility ID","Features - Products","Features - Service","Features - Stations","Food Region","Venue Type","Phone Number","Location","Street Address","Street Line 1","Street Line 2","City","State","Zip","Country","Coordinates","Latitude","Longitude","Insert Date","gross_profit"
"Starbucks",7227,"Needham","Company Owned",13474,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-444-6234","910 Highland Ave.
Needham, MA 02494
(42.293244, -71.235098)","910 Highland Ave.","910 Highland Ave.",NA,"Needham","MA","02494","US","(42.293244, -71.235098)",42.293244,-71.235098,"06/22/2012 06:17:10 PM",5035
"Starbucks",7314,"Wayland","Company Owned",16088,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-655-1109","44 Main Street
Wayland, MA 01778-5056
(42.31709, -71.364036)","44 Main Street","44 Main Street",NA,"Wayland","MA","01778-5056","US","(42.31709, -71.364036)",42.31709,-71.364036,"06/22/2012 06:17:10 PM",5582
"Starbucks",10962,"Wellesley, Linden Square","Company Owned",18037,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-235-2390","101 Linden Street
Wellesley, MA 02482-7907
(42.297805, -71.295437)","101 Linden Street","101 Linden Street",NA,"Wellesley","MA","02482-7907","US","(42.297805, -71.295437)",42.297805,-71.295437,"06/22/2012 06:17:10 PM",9707
"Starbucks",868,"Wellesley","Company Owned",14817,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-237-5282","68A Central Street
Wellesley, MA 02482-5806
(42.29598, -71.296342)","68A Central Street","68A Central Street",NA,"Wellesley","MA","02482-5806","US","(42.29598, -71.296342)",42.29598,-71.296342,"06/22/2012 06:17:10 PM",5836
"Starbucks",16092,"Natick Route 9","Company Owned",69758,"Lunch, Oven-warmed Food","Wireless Hotspot",NA,0,"Unknown","508-655-3423","333 Worcester St
Natick, MA 01760-2212
(42.302288, -71.338926)","333 Worcester St","333 Worcester St",NA,"Natick","MA","01760-2212","US","(42.302288, -71.338926)",42.302288,-71.338926,"06/22/2012 06:17:10 PM",6527
"Starbucks",7565,"East Milton Square(552 Adams St)","Company Owned",14123,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-296-0790","552 Adams Street
Milton, MA 02186-5629
(42.25799, -71.039547)","552 Adams Street","552 Adams Street",NA,"Milton","MA","02186-5629","US","(42.25799, -71.039547)",42.25799,-71.039547,"06/22/2012 06:17:10 PM",6625
"Starbucks",7992,"Quincy, Monroe Place","Company Owned",13434,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-770-4953","1245 Hancock Street
Quincy, MA 02169-4320
(42.252762, -71.004839)","1245 Hancock Street","1245 Hancock Street",NA,"Quincy","MA","02169-4320","US","(42.252762, -71.004839)",42.252762,-71.004839,"06/22/2012 06:17:10 PM",7788
"Starbucks",15209,"Target Framingham T-1308","Licensed",20059,NA,"Wireless Hotspot",NA,0,"Unknown","508-628-3136","400 Cochituate Rd
Framingham, MA 01701-4655
(42.305604, -71.397713)","400 Cochituate Rd","400 Cochituate Rd",NA,"Framingham","MA","01701-4655","US","(42.305604, -71.397713)",42.305604,-71.397713,"06/22/2012 06:17:10 PM",6496
"Starbucks",7218,"Framingham (B&N)","Company Owned",17576,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-820-1204","1 Worcester Road
Framingham, MA 01701-5304
(42.301904, -71.395998)","1 Worcester Road","1 Worcester Road",NA,"Framingham","MA","01701-5304","US","(42.301904, -71.395998)",42.301904,-71.395998,"06/22/2012 06:17:10 PM",1998
"Starbucks",874,"Natick","Company Owned",8443,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-650-2081","1346 Worcester Road
Natick, MA 01760-1501
(42.298075, -71.38708)","1346 Worcester Road","1346 Worcester Road",NA,"Natick","MA","01760-1501","US","(42.298075, -71.38708)",42.298075,-71.38708,"06/22/2012 06:17:10 PM",9198
"Starbucks",9523,"Dedham Mall, Pad","Company Owned",8065,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","781-751-9036","300 Providence Highway
Dedham, MA 02026-1875
(42.253684, -71.170488)","300 Providence Highway","300 Providence Highway",NA,"Dedham","MA","02026-1875","US","(42.253684, -71.170488)",42.253684,-71.170488,"06/22/2012 06:17:10 PM",3020
"Starbucks",7328,"Hingham","Company Owned",16670,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-749-5474","184 Lincoln Street
Hingham, MA 02043-1718
(42.248889, -70.903786)","184 Lincoln Street","184 Lincoln Street",NA,"Hingham","MA","02043-1718","US","(42.248889, -70.903786)",42.248889,-70.903786,"06/22/2012 06:17:10 PM",6183
"Starbucks",70090,"Roche Bros - Quincy #513","Licensed",10661,NA,"Wireless Hotspot",NA,9999,"Unknown","617-471-0500","101 Falls Boulevard
Quincy, MA 02169-8126
(42.237861, -70.984275)","101 Falls Boulevard","101 Falls Boulevard",NA,"Quincy","MA","02169-8126","US","(42.237861, -70.984275)",42.237861,-70.984275,"06/22/2012 06:17:10 PM",2899
"Starbucks",7399,"Wild Harvest/Framingham","Company Owned",16720,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-879-9185","25 Prospect St
Framingham, MA 01701-6800
(42.298732, -71.422425)","25 Prospect St","25 Prospect St",NA,"Framingham","MA","01701-6800","US","(42.298732, -71.422425)",42.298732,-71.422425,"06/22/2012 06:17:10 PM",5512
"Starbucks",9985,"Springfield, E. Columbus Blvd","Company Owned",7824,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile","Drive-Through",9999,"Unknown","413-732-5173","1089 East Columbus Ave.
Springfield, MA 01105-2543
(42.095938, -72.585034)","1089 East Columbus Ave.","1089 East Columbus Ave.",NA,"Springfield","MA","01105-2543","US","(42.095938, -72.585034)",42.095938,-72.585034,"06/22/2012 06:17:14 PM",9987
"Starbucks",7400,"Longmeadow Shops/Springfield","Company Owned",16667,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","413-565-5283","708 Bliss Road
Longmeadow, MA 01106-1557
(42.056857, -72.554956)","708 Bliss Road","708 Bliss Road",NA,"Longmeadow","MA","01106-1557","US","(42.056857, -72.554956)",42.056857,-72.554956,"06/22/2012 06:17:14 PM",7271
"Starbucks",10202,"E. Longmeadow Center","Company Owned",8558,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","413-525-3877","42 N. Main Street
East Longmeadow, MA 01028-2321
(42.065707, -72.513945)","42 N. Main Street","42 N. Main Street",NA,"East Longmeadow","MA","01028-2321","US","(42.065707, -72.513945)",42.065707,-72.513945,"06/22/2012 06:17:14 PM",1013
"Starbucks",9834,"Westfield, East Main St","Company Owned",14613,"Lunch, Oven-warmed Food","Starbucks Card Mobile","Drive-Through",9999,"Unknown","413-572-9910","280A East Main Street
Westfield, MA 01085-3310
(42.114737, -72.727496)","280A East Main Street","280A East Main Street",NA,"Westfield","MA","01085-3310","US","(42.114737, -72.727496)",42.114737,-72.727496,"06/22/2012 06:17:14 PM",1536
"Starbucks",11128,"Holyoke Mall","Company Owned",7603,"Lunch, Oven-warmed Food","Starbucks Card Mobile",NA,9999,"Unknown","413-552-3130","50 Holyoke Street, B322
Holyoke, MA 01040-2709
(42.169405, -72.641246)","50 Holyoke Street, B322","50 Holyoke Street","B322","Holyoke","MA","01040-2709","US","(42.169405, -72.641246)",42.169405,-72.641246,"06/22/2012 06:17:14 PM",1128
"Starbucks",8808,"Chicopee","Company Owned",8442,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","413-593-1457","620 Memorial Dr
Chicopee, MA 01020-5019
(42.175642, -72.575957)","620 Memorial Dr","620 Memorial Dr",NA,"Chicopee","MA","01020-5019","US","(42.175642, -72.575957)",42.175642,-72.575957,"06/22/2012 06:17:14 PM",6586
"Starbucks",878,"Northampton","Company Owned",12249,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","413-582-0041","211 Main Street
Northampton, MA 01060-3122
(42.318021, -72.632136)","211 Main Street","211 Main Street",NA,"Northampton","MA","01060-3122","US","(42.318021, -72.632136)",42.318021,-72.632136,"06/22/2012 06:17:14 PM",2784
"Starbucks",4730,"Stop & Shop - Northampton #787","Licensed",10938,NA,NA,NA,9999,"Unknown","413-584-9200","228 King St
Northampton, MA 01060-2332
(42.32822, -72.63373)","228 King St","228 King St",NA,"Northampton","MA","01060-2332","US","(42.32822, -72.63373)",42.32822,-72.63373,"06/22/2012 06:17:14 PM",3968
"Starbucks",7251,"Amherst","Company Owned",16004,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","413-256-1669","71 North Pleasant Street
Amherst, MA 01002-1962
(42.376785, -72.519674)","71 North Pleasant Street","71 North Pleasant Street",NA,"Amherst","MA","01002-1962","US","(42.376785, -72.519674)",42.376785,-72.519674,"06/22/2012 06:17:14 PM",3012
"Starbucks",3434,"Pittsfield","Company Owned",18403,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","413-442-5862","555 Hubbard Avenue
Pittsfield, MA 01201-3876
(42.468554, -73.196917)","555 Hubbard Avenue","555 Hubbard Avenue",NA,"Pittsfield","MA","01201-3876","US","(42.468554, -73.196917)",42.468554,-73.196917,"06/22/2012 06:17:14 PM",7811
"Starbucks",7741,"Auburn Centre","Company Owned",11223,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-721-9475","434A Southbridge Street (Route 12)
Auburn, MA 01501-4423
(42.201369, -71.839595)","434A Southbridge Street (Route 12)","434A Southbridge Street (Route 12)",NA,"Auburn","MA","01501-4423","US","(42.201369, -71.839595)",42.201369,-71.839595,"06/22/2012 06:17:14 PM",5388
"Starbucks",76550,"Target Lanesborough T-2127","Licensed",7055,NA,"Starbucks Card Mobile",NA,9999,"Unknown","413-499-1379","655 Cheshire Rd
Lanesboro, MA 01237-9706
(42.544937, -73.183173)","655 Cheshire Rd","655 Cheshire Rd",NA,"Lanesboro","MA","01237-9706","US","(42.544937, -73.183173)",42.544937,-73.183173,"06/22/2012 06:17:14 PM",9439
"Starbucks",7862,"Worcester, One West Boylston Street","Company Owned",16240,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-595-9315","1 West Boylston Street
Worcester, MA 01605-1265
(42.288912, -71.807543)","1 West Boylston Street","1 West Boylston Street",NA,"Worcester","MA","01605-1265","US","(42.288912, -71.807543)",42.288912,-71.807543,"06/22/2012 06:17:14 PM",9898
"Starbucks",9986,"Worcester, East Central Street","Company Owned",8084,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-756-4048","11 East Central Street
Worcester, MA 01605-3004
(42.266772, -71.794518)","11 East Central Street","11 East Central Street",NA,"Worcester","MA","01605-3004","US","(42.266772, -71.794518)",42.266772,-71.794518,"06/22/2012 06:17:14 PM",2418
"Starbucks",15679,"Target Westborough T-1496","Licensed",65670,NA,NA,NA,0,"Unknown","508-366-1426","330 Turnpike Rd
Westborough, MA 01581-2813
(42.282608, -71.652668)","330 Turnpike Rd","330 Turnpike Rd",NA,"Westborough","MA","01581-2813","US","(42.282608, -71.652668)",42.282608,-71.652668,"06/22/2012 06:17:14 PM",6382
"Starbucks",16899,"Northborough","Company Owned",88954,"Lunch, Oven-warmed Food","Wireless Hotspot","Drive-Through",0,"Unknown","508-393-2837","1104 Shops Way
Northborough, MA 01532
(42.322009, -71.646878)","1104 Shops Way","1104 Shops Way",NA,"Northborough","MA","01532","US","(42.322009, -71.646878)",42.322009,-71.646878,"06/22/2012 06:17:14 PM",9269
"Starbucks",10274,"Solomon Pond Mall","Company Owned",8057,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-460-0756","601 Donald Lynch Boulevard, N143
Marlborough, MA 01752-4730
(42.354499, -71.61492)","601 Donald Lynch Boulevard, N143","601 Donald Lynch Boulevard","N143","Marlborough","MA","01752-4730","US","(42.354499, -71.61492)",42.354499,-71.61492,"06/22/2012 06:17:14 PM",8884
"Starbucks",7742,"Westborough Shopping Center","Company Owned",12447,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-898-9421","140 Turnpike St
Westborough, MA 01581-2806
(42.284518, -71.609896)","140 Turnpike St","140 Turnpike St",NA,"Westborough","MA","01581-2806","US","(42.284518, -71.609896)",42.284518,-71.609896,"06/22/2012 06:17:14 PM",4428
"Starbucks",73864,"Roche Bros - Westboro #119","Licensed",6901,NA,"Wireless Hotspot",NA,9999,"Unknown","508-836-3600","1100 Union St
Westboro, MA 01581-5409
(42.269989, -71.608097)","1100 Union St","1100 Union St",NA,"Westboro","MA","01581-5409","US","(42.269989, -71.608097)",42.269989,-71.608097,"06/22/2012 06:17:14 PM",5969
"Starbucks",845,"Marlborough","Company Owned",9200,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-485-8223","187 Boston Post Road
Marlborough, MA 01752-1840
(42.339345, -71.58916)","187 Boston Post Road","187 Boston Post Road",NA,"Marlborough","MA","01752-1840","US","(42.339345, -71.58916)",42.339345,-71.58916,"06/22/2012 06:17:14 PM",9516
"Starbucks",7831,"Marlborough, South Bolton St","Company Owned",16356,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-486-9724","23 South Bolton Street
Marlborough, MA 01752-2843
(42.346238, -71.546413)","23 South Bolton Street","23 South Bolton Street",NA,"Marlborough","MA","01752-2843","US","(42.346238, -71.546413)",42.346238,-71.546413,"06/22/2012 06:17:14 PM",9785
"Starbucks",2950,"Southborough","Company Owned",14347,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-486-9909","154 Turnpike Road, Rte 9
Southborough, MA 01772-2120
(42.292092, -71.520206)","154 Turnpike Road, Rte 9","154 Turnpike Road, Rte 9",NA,"Southborough","MA","01772-2120","US","(42.292092, -71.520206)",42.292092,-71.520206,"06/22/2012 06:17:14 PM",9973
"Starbucks",15149,"Target Marlborough T-2570","Licensed",20031,NA,NA,NA,0,"Unknown","508-251-6957","650 Boston Post Rd E
Marlborough, MA 01752-3724
(42.349948, -71.505021)","650 Boston Post Rd E","650 Boston Post Rd E",NA,"Marlborough","MA","01752-3724","US","(42.349948, -71.505021)",42.349948,-71.505021,"06/22/2012 06:17:14 PM",9675
"Starbucks",8958,"Medway","Company Owned",16773,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-533-3620","67A Main Street, Unit 104
Medway, MA 02053-1817
(42.152717, -71.404726)","67A Main Street, Unit 104","67A Main Street","Unit 104","Medway","MA","02053-1817","US","(42.152717, -71.404726)",42.152717,-71.404726,"06/22/2012 06:17:15 PM",6265
"Starbucks",7228,"RT 109/Westwood","Company Owned",12099,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-329-5421","736 High Street
Westwood, MA 02090-2503
(42.223196, -71.222667)","736 High Street","736 High Street",NA,"Westwood","MA","02090-2503","US","(42.223196, -71.222667)",42.223196,-71.222667,"06/22/2012 06:17:15 PM",6960
"Starbucks",76314,"Target Plainville T-1930","Licensed",12270,NA,"Starbucks Card Mobile",NA,9999,"Unknown","508-643-5008","103 Taunton St
Plainville, MA 02762-1237
(42.033823, -71.310626)","103 Taunton St","103 Taunton St",NA,"Plainville","MA","02762-1237","US","(42.033823, -71.310626)",42.033823,-71.310626,"06/22/2012 06:17:15 PM",8560
"Starbucks",10378,"Walpole, Rt. 1","Company Owned",18319,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-668-2701","985 Route 1
Walpole, MA 02081
(42.140065, -71.21931)","985 Route 1","985 Route 1",NA,"Walpole","MA","02081","US","(42.140065, -71.21931)",42.140065,-71.21931,"06/22/2012 06:17:15 PM",4005
"Starbucks",3433,"Norwood Rte. 1 North","Company Owned",12538,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","781-255-5805","1000 Providence Highway
Norwood, MA 02062-5002
(42.178159, -71.190462)","1000 Providence Highway","1000 Providence Highway",NA,"Norwood","MA","02062-5002","US","(42.178159, -71.190462)",42.178159,-71.190462,"06/22/2012 06:17:15 PM",3800
"Starbucks",7639,"Canton-Cobbs Corner","Company Owned",15206,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-830-9136","95 Washington Street
Canton, MA 02021-4006
(42.140561, -71.147766)","95 Washington Street","95 Washington Street",NA,"Canton","MA","02021-4006","US","(42.140561, -71.147766)",42.140561,-71.147766,"06/22/2012 06:17:17 PM",2289
"Starbucks",76781,"Target Easton T-2267","Licensed",7651,NA,"Starbucks Card Mobile",NA,9999,"Unknown","508-230-0005","41 Robert Dr
Easton, MA 02375-1352
(42.027340017339, -71.143449505102)","41 Robert Dr","41 Robert Dr",NA,"Easton","MA","02375-1352","US","(42.027340017339, -71.143449505102)",42.027340017339,-71.143449505102,"06/22/2012 06:17:17 PM",7764
"Starbucks",76965,"Target Stoughton T-2258","Licensed",10695,NA,"Starbucks Card Mobile",NA,9999,"Unknown","781-847-4000","1 Hawes Way
Stoughton, MA 02072-1162
(42.152479, -71.073044)","1 Hawes Way","1 Hawes Way",NA,"Stoughton","MA","02072-1162","US","(42.152479, -71.073044)",42.152479,-71.073044,"06/22/2012 06:17:17 PM",6613
"Starbucks",7692,"Seekonk","Company Owned",11820,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-336-8626","2 Commerce Way
Seekonk, MA 02771-5816
(41.793401, -71.325299)","2 Commerce Way","2 Commerce Way",NA,"Seekonk","MA","02771-5816","US","(41.793401, -71.325299)",41.793401,-71.325299,"06/22/2012 06:17:17 PM",3418
"Starbucks",9052,"Target Braintree T-2693","Licensed",19216,NA,NA,NA,0,"Unknown","781-817-8809","250 Granite St
Braintree, MA 02184-3963
(42.218684, -71.023694)","250 Granite St","250 Granite St",NA,"Braintree","MA","02184-3963","US","(42.218684, -71.023694)",42.218684,-71.023694,"06/22/2012 06:17:23 PM",7021
"Starbucks",7712,"Brockton, Belmont Street","Company Owned",16450,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-584-4223","1285 Belmont Street
Brockton, MA 02301-4440
(42.058941, -71.068068)","1285 Belmont Street","1285 Belmont Street",NA,"Brockton","MA","02301-4440","US","(42.058941, -71.068068)",42.058941,-71.068068,"06/22/2012 06:17:23 PM",2291
"Starbucks",7374,"Weymouth","Company Owned",13504,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-331-4851","980 Main St
Weymouth, MA 02190-1546
(42.171351, -70.955057)","980 Main St","980 Main St",NA,"Weymouth","MA","02190-1546","US","(42.171351, -70.955057)",42.171351,-70.955057,"06/22/2012 06:17:23 PM",2638
"Starbucks",76680,"Target Abington T-2173","Licensed",10137,NA,"Starbucks Card Mobile",NA,9999,"Unknown","781-347-9003","375 Centre Ave
Abington, MA 02351-2209
(42.11079, -70.93055)","375 Centre Ave","375 Centre Ave",NA,"Abington","MA","02351-2209","US","(42.11079, -70.93055)",42.11079,-70.93055,"06/22/2012 06:17:23 PM",1328
"Starbucks",10377,"Hingham, Rte. 53","Company Owned",7318,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","781-740-8870","1 Derby Street
Hingham, MA 02043-3786
(42.180973, -70.90172)","1 Derby Street","1 Derby Street",NA,"Hingham","MA","02043-3786","US","(42.180973, -70.90172)",42.180973,-70.90172,"06/22/2012 06:17:23 PM",1613
"Starbucks",7726,"Taunton Depot","Company Owned",13556,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-822-8381","65 H Taunton Depot Drive
Taunton, MA 02780-6962
(41.879002, -71.066607)","65 H Taunton Depot Drive","65 H Taunton Depot Drive",NA,"Taunton","MA","02780-6962","US","(41.879002, -71.066607)",41.879002,-71.066607,"06/22/2012 06:17:23 PM",8101
"Starbucks",15819,"Target Taunton T-1189","Licensed",63180,NA,NA,NA,0,"Unknown","508-824-8004","81 Taunton Depot Dr
Taunton, MA 02780-6915
(41.8786, -71.065732)","81 Taunton Depot Dr","81 Taunton Depot Dr",NA,"Taunton","MA","02780-6915","US","(41.8786, -71.065732)",41.8786,-71.065732,"06/22/2012 06:17:23 PM",4831
"Starbucks",11630,"Hanover, Washington St","Company Owned",10568,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","781-681-9170","1972 Washington St.
Hanover, MA 02339-1617
(42.152876, -70.84664)","1972 Washington St.","1972 Washington St.",NA,"Hanover","MA","02339-1617","US","(42.152876, -70.84664)",42.152876,-70.84664,"06/22/2012 06:17:23 PM",1887
"Starbucks",5104,"Target Hanover T-2532","Licensed",11010,NA,"Starbucks Card Mobile",NA,9999,"Unknown","781-499-1961","1167 Washington Street
Hanover, MA 02339-1643
(42.13529, -70.84106)","1167 Washington Street","1167 Washington Street",NA,"Hanover","MA","02339-1643","US","(42.13529, -70.84106)",42.13529,-70.84106,"06/22/2012 06:17:23 PM",3958
"Starbucks",7885,"Cohasset","Company Owned",12734,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","781-383-8760","790 Chief Justice Hwy
Cohasset, MA 02025-2140
(42.221207, -70.800098)","790 Chief Justice Hwy","790 Chief Justice Hwy",NA,"Cohasset","MA","02025-2140","US","(42.221207, -70.800098)",42.221207,-70.800098,"06/22/2012 06:17:23 PM",6679
"Starbucks",15780,"Target Swansea T-2607","Licensed",65672,NA,NA,NA,0,"Unknown","774-488-3684","579 Grand Army Hwy
Swansea, MA 02777
(41.747711, -71.206702)","579 Grand Army Hwy","579 Grand Army Hwy",NA,"Swansea","MA","02777","US","(41.747711, -71.206702)",41.747711,-71.206702,"06/22/2012 06:17:23 PM",4588
"Starbucks",7602,"Marshfield","Company Owned",11911,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","781-834-6598","784 Plain St, Rte 139
Marshfield, MA 02050-2107
(42.106232, -70.746918)","784 Plain St, Rte 139","784 Plain St","Rte 139","Marshfield","MA","02050-2107","US","(42.106232, -70.746918)",42.106232,-70.746918,"06/22/2012 06:17:23 PM",7366
"Starbucks",11849,"Plymouth, Colony Place","Company Owned",6727,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-732-9216","100 Colony Place, Rt. 44
Plymouth, MA 02360-7233
(41.952999, -70.714528)","100 Colony Place, Rt. 44","100 Colony Place, Rt. 44",NA,"Plymouth","MA","02360-7233","US","(41.952999, -70.714528)",41.952999,-70.714528,"06/22/2012 06:17:23 PM",1718
"Starbucks",5022,"Stop & Shop-Plymouth #469","Licensed",11011,NA,NA,NA,9999,"Unknown","508-746-1444","127 Samoset Street
Plymouth, MA 02360-4893
(41.953785, -70.684105)","127 Samoset Street","127 Samoset Street",NA,"Plymouth","MA","02360-4893","US","(41.953785, -70.684105)",41.953785,-70.684105,"06/22/2012 06:17:23 PM",2146
"Starbucks",76700,"Target North Dartmouth T-2167","Licensed",10136,NA,"Starbucks Card Mobile",NA,9999,"Unknown","508-979-7530","479 State Rd
North Dartmouth, MA 02747-4309
(41.638403, -71.002497)","479 State Rd","479 State Rd",NA,"North Dartmouth","MA","02747-4309","US","(41.638403, -71.002497)",41.638403,-71.002497,"06/22/2012 06:17:27 PM",1262
"Starbucks",76837,"Target Wareham T-2292","Licensed",6509,NA,"Starbucks Card Mobile",NA,9999,"Unknown","508-273-0436","2421 Cranberry Hwy
Wareham, MA 02571-5021
(41.777279, -70.747245)","2421 Cranberry Hwy","2421 Cranberry Hwy",NA,"Wareham","MA","02571-5021","US","(41.777279, -70.747245)",41.777279,-70.747245,"06/22/2012 06:17:27 PM",9870
"Starbucks",14474,"Bourne, Rt. 6","Company Owned",6631,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-743-0351","2 Bridge Approach Street
Bourne, MA 02532-5679
(41.751891, -70.594271)","2 Bridge Approach Street","2 Bridge Approach Street",NA,"Bourne","MA","02532-5679","US","(41.751891, -70.594271)",41.751891,-70.594271,"06/22/2012 06:17:51 PM",6772
"Starbucks",7250,"Mashpee","Company Owned",17707,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","508-477-5806","6 Market Street
Mashpee, MA 02649
(41.616103214342, -70.4854)","6 Market Street","6 Market Street",NA,"Mashpee","MA","02649","US","(41.616103214342, -70.4854)",41.616103214342,-70.4854,"06/22/2012 06:17:57 PM",3987
"Starbucks",73958,"Roche Bros - Mashpee #117","Licensed",10790,NA,NA,NA,9999,"Unknown","508-477-5558","11 Donnas Lane
Mashpee, MA 02649
(41.611585537247, -70.488444303454)","11 Donnas Lane","11 Donnas Lane",NA,"Mashpee","MA","02649","US","(41.611585537247, -70.488444303454)",41.611585537247,-70.488444303454,"06/22/2012 06:17:57 PM",2967
"Starbucks",7418,"Falmouth","Company Owned",13513,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","508-540-4949","11 Davis Straights/ Route 28
Falmouth, MA 02540-3905
(41.555502, -70.599396)","11 Davis Straights/ Route 28","11 Davis Straights/ Route 28",NA,"Falmouth","MA","02540-3905","US","(41.555502, -70.599396)",41.555502,-70.599396,"06/22/2012 06:17:57 PM",2190
