permco,year,company,industry,roa,csrsustainabilityreportingscore,csrsustainabilityexternalauditor
20678,2014,EXXON MOBIL CORP; EXXON CORP; STANDARD OIL CO N J,Manufacturing,0.093049074,0.791197544,1
21300,2014,X C E L ENERGY INC; NORTHERN STATES POWER CO MN,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.02763432,0.791197544,0
20499,2014,CONSOLIDATED EDISON INC; CONSOLIDATED EDISON CO NY INC; CONSOLIDATED GAS CO NY,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.024645662,0.791197544,1
32158,2014,METTLER TOLEDO INTERNATIONAL INC,Manufacturing,0.168353649,0.791197544,0
2535,2014,KEYCORP NEW; KEYCORP; KEY BANKS INC; FIRST COML BKS INC,"Finance, Insurance, And Real Estate",0.009592735,0.791197544,0
20483,2014,CITIGROUP INC; TRAVELERS GROUP INC; TRAVELERS INC; PRIMERICA CORP NEW; COMMERCIAL CREDIT GROUP INC; COMMERCIAL CREDIT CO,"Finance, Insurance, And Real Estate",0.003968999,0.791197544,1
20436,2014,JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHASE MANHATTAN CORP NEW; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,"Finance, Insurance, And Real Estate",0.008457417,0.791197544,0
51447,2014,FIRST SOLAR INC,Manufacturing,0.059026188,0.791197544,0
20384,2014,CAMPBELL SOUP CO,Manufacturing,0.100825835,0.791197544,0
51338,2014,LEIDOS HOLDINGS INC; S A I C INC,Services,-0.098445596,0.791197544,0
3160,2014,NORDSON CORP,Manufacturing,0.108227601,,0
45288,2014,SALESFORCE INC; SALESFORCE COM INC,Services,-0.024566393,0.791197544,0
16167,2014,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.122815711,0.791197544,0
10224,2014,GEN DIGITAL INC; NORTONLIFELOCK INC; SYMANTEC CORP,Services,0.066349278,0.791197544,0
20990,2014,INTERNATIONAL BUSINESS MACHS COR,Services,0.102287037,0.791197544,0
2709,2014,LOWES COMPANIES INC,Retail Trade,0.084770792,0.791197544,0
21914,2014,WEYERHAEUSER CO,Manufacturing,0.135691462,0.791197544,0
21458,2014,PUBLIC SERVICE ENTERPRISE GP INC; PUBLIC SERVICE ELECTRIC & GAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.042962669,0.791197544,0
21177,2014,MCDONALDS CORP,Retail Trade,0.138786631,0.791197544,0
21303,2014,NORTHROP GRUMMAN CORP; NORTHROP CORP; NORTHROP AIRCRAFT INC,Manufacturing,0.077863917,0.791197544,0
21356,2014,P G & E CORP; PACIFIC GAS & ELEC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.024115622,0.791197544,0
21645,2014,A T & T INC; S B C COMMUNICATIONS INC; SOUTHWESTERN BELL CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.021254725,0.791197544,1
21698,2014,SYSCO CORP,Wholesale Trade,0.070742447,0.791197544,0
33,2014,MOLSON COORS BEVERAGE CO; MOLSON COORS BREWING CO; COORS ADOLPH CO,Manufacturing,0.036723991,0.791197544,1
52985,2014,AMERICAN WATER WORKS CO INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.028102128,0.791197544,0
20468,2014,COCA COLA CO,Manufacturing,0.077132891,0.791197544,1
45270,2014,C B R E GROUP INC; C B RICHARD ELLIS GROUP INC,"Finance, Insurance, And Real Estate",0.063357702,0.791197544,0
7882,2013,COSTCO WHOLESALE CORP NEW; COSTCO COMPANIES INC; PRICE COSTCO INC; COSTCO WHOLESALE CORP,Retail Trade,,0.79396728,0
20592,2014,DOMINION ENERGY INC; DOMINION RESOURCES INC VA NEW; DOMINION RESOURCES INC VA,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.02411324,0.791197544,0
20331,2014,BRISTOL MYERS SQUIBB CO; BRISTOL MYERS CO,Manufacturing,0.059379537,0.791197544,1
21018,2014,JOHNSON & JOHNSON,Manufacturing,0.124489967,0.791197544,1
21609,2014,SHERWIN WILLIAMS CO,Manufacturing,0.15174888,0.791197544,0
30070,2014,EASTMAN CHEMICAL CO,Manufacturing,0.046727227,0.791197544,0
47183,2014,C F INDUSTRIES HOLDINGS INC,Manufacturing,0.122620875,0.791197544,0
20030,2014,AIR PRODUCTS & CHEMICALS INC,Manufacturing,0.055778976,0.791197544,1
20750,2014,FORD MOTOR CO DEL; FORD MOTOR CO,Manufacturing,0.015283393,0.791197544,1
20991,2014,INTERNATIONAL FLAVORS & FRAG INC,Manufacturing,0.118623164,0.791197544,1
35048,2014,GOLDMAN SACHS GROUP INC,"Finance, Insurance, And Real Estate",0.009900262,0.791197544,1
11446,2017,MOHAWK INDUSTRIES INC,Manufacturing,0.080334833,0.907998627,0
53554,2014,GENERAL MOTORS CO,Manufacturing,0.022225724,0.791197544,1
21068,2014,KROGER CO; KROGER COMPANY; KROGER GROCERY & BAKING CO,Retail Trade,0.056551905,0.791197544,0
21880,2014,WALMART INC; WAL MART STORES INC,Retail Trade,0.080326549,0.791197544,0
20561,2014,TARGET CORP; DAYTON HUDSON CORP,Retail Trade,-0.039513091,0.791197544,0
20608,2014,DUKE ENERGY CORP NEW; DUKE ENERGY CORP; DUKE POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.0155995,0.791197544,1
9764,2015,M G M RESORTS INTERNATIONAL; M G M MIRAGE; M G M GRAND INC,Services,,0.861708666,0
21205,2014,3M CO; MINNESOTA MINING & MFG CO,Public Administration,0.158495635,0.791197544,1
34660,2013,QUANTA SERVICES INC,Construction,0.069377525,,0
12027,2014,MICROCHIP TECHNOLOGY INC,Manufacturing,0.077187022,0.791197544,0
194,2014,APPLIED MATERIALS INC,Manufacturing,0.0813724,0.791197544,0
2367,2014,INTEL CORP,Manufacturing,0.127278264,0.791197544,1
7094,2016,GALLAGHER ARTHUR J & CO,"Finance, Insurance, And Real Estate",,,0
21110,2014,LOCKHEED MARTIN CORP; LOCKHEED CORP; LOCKHEED AIRCRAFT CORP,Manufacturing,0.097483344,0.791197544,1
6748,2019,ATMOS ENERGY CORP; ENERGAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",,0.850636943,0
20868,2014,HALLIBURTON CO; HALLIBURTON COMPANY; HALLIBURTON OIL WELL CEMENTING,Mining,0.108560794,0.791197544,0
20064,2014,HESS CORP; AMERADA HESS CORP; HESS OIL & CHEM CORP,Mining,0.060060138,0.791197544,1
21401,2014,CONOCOPHILLIPS; PHILLIPS PETROLEUM CO,Mining,0.058941642,0.791197544,1
20684,2014,NEXTERA ENERGY INC; F P L GROUP INC; FLORIDA POWER & LIGHT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.03289781,0.791197544,1
20543,2014,CUMMINS INC; CUMMINS ENGINE INC,Manufacturing,0.104652637,0.791197544,1
30345,2014,AVALONBAY COMMUNITIES INC; AVALON BAY COMMUNITIES INC; BAY APARTMENT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.04225621,0.791197544,0
21351,2014,P P G INDUSTRIES INC; PITTSBURGH PLATE GLASS CO,Manufacturing,0.11954729,0.791197544,0
3151,2014,BANK OF AMERICA CORP; BANKAMERICA CORP NEW; NATIONSBANK CORP; N C N B CORP,"Finance, Insurance, And Real Estate",0.00229647,0.791197544,1
50184,2016,CHIPOTLE MEXICAN GRILL INC,Retail Trade,0.011321241,,0
37496,2014,N R G ENERGY INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.003295217,0.791197544,1
4260,2014,STATE STREET CORP; STATE STREET BOSTON CORP,"Finance, Insurance, And Real Estate",0.007431079,0.791197544,1
9764,2020,M G M RESORTS INTERNATIONAL; M G M MIRAGE; M G M GRAND INC,Services,,0.817467513,0
20265,2014,BANK OF NEW YORK MELLON CORP; BANK NEW YORK INC,"Finance, Insurance, And Real Estate",0.006662289,0.791197544,0
21576,2013,SCHLUMBERGER LTD; DAYSTROM INC; A T F INC; AMERICAN TYPE FOUNDERS INC; AMERICAN TYPE FOUNDERS CO,Mining,0.100327869,,0
7094,2015,GALLAGHER ARTHUR J & CO,"Finance, Insurance, And Real Estate",,0.861708666,0
21224,2014,MORGAN STANLEY DEAN WITTER & CO; MORGAN STANLEY DEAN WITTER D & C; MORGAN STANLEY GROUP INC,"Finance, Insurance, And Real Estate",0.004325585,0.791197544,1
20408,2014,CATERPILLAR INC; CATERPILLAR TRACTOR INC,Manufacturing,0.043634345,0.791197544,0
50184,2013,CHIPOTLE MEXICAN GRILL INC,Retail Trade,0.162962852,,0
282,2014,ANALOG DEVICES INC,Manufacturing,0.091741755,0.791197544,0
9764,2014,M G M RESORTS INTERNATIONAL; M G M MIRAGE; M G M GRAND INC,Services,,0.791197544,0
50184,2017,CHIPOTLE MEXICAN GRILL INC,Retail Trade,0.086158131,,0
29870,2014,ALLSTATE CORP,"Finance, Insurance, And Real Estate",0.026259294,0.791197544,1
42524,2014,PRUDENTIAL FINANCIAL INC,"Finance, Insurance, And Real Estate",0.001801332,0.791197544,0
30249,2014,ALBEMARLE CORP,Manufacturing,0.025524291,0.791197544,0
21446,2014,PROCTER & GAMBLE CO,Manufacturing,0.080705086,0.791197544,0
20792,2014,GENERAL ELECTRIC CO,Manufacturing,0.023495062,0.791197544,0
21737,2014,TEXAS INSTRUMENTS INC; INTERCONTINENTAL RUBBER CO,Manufacturing,0.159180679,0.791197544,0
13753,2013,RESMED INC,Manufacturing,0.138928883,0.79396728,0
40143,2013,TAPESTRY INC; COACH INC,Manufacturing,0.292879436,0.79396728,0
29911,2018,CAMDEN PROPERTY TRUST,"Finance, Insurance, And Real Estate",0.025102635,,0
31208,2013,WATERS CORP,Manufacturing,0.125606922,0.79396728,0
20887,2013,HASBRO INC; HASBRO BRADLEY INC; HASBRO INDUSTRIES INC,Manufacturing,0.065011504,0.79396728,0
14330,2013,IRON MOUNTAIN INC NEW; IRON MOUNTAIN INC; IRON MOUNTAIN INC DEL,"Finance, Insurance, And Real Estate",0.014619259,0.79396728,0
30005,2013,MARRIOTT INTERNATIONAL INC NEW,Services,0.092140124,0.79396728,0
20662,2013,E Q T CORP; EQUITABLE RESOURCES INC; EQUITABLE GAS CO,Mining,0.039886631,0.79396728,0
13971,2020,ARCH CAPITAL GROUP LTD NEW; ARCH CAPITAL GROUP LTD; RISK CAPITAL HOLDINGS INC,"Finance, Insurance, And Real Estate",0.032473346,,0
6407,2020,FRANKLIN RESOURCES INC,"Finance, Insurance, And Real Estate",,,0
8087,2020,T ROWE PRICE GROUP INC; T ROWE PRICE ASSOC INC,"Finance, Insurance, And Real Estate",,0.817467513,1
11112,2013,BIOGEN INC; BIOGEN IDEC INC; I D E C PHARMACEUTICALS CORP,Manufacturing,0.156982923,0.79396728,1
21332,2013,ONEOK INC NEW; ONEOK INC; OKLAHOMA NAT GAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.015051934,0.79396728,0
4181,2013,SOUTHWEST AIRLINES CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.03897648,0.79396728,1
20950,2013,HUMANA INC; EXTENDICARE INC,"Finance, Insurance, And Real Estate",0.059368218,0.79396728,0
3160,2015,NORDSON CORP,Manufacturing,0.089436987,,0
21286,2013,NEWMONT CORP; NEWMONT GOLDCORP CORP; NEWMONT MINING CORP,Mining,-0.099418511,0.79396728,1
21398,2013,ALTRIA GROUP INC; PHILIP MORRIS COS INC; PHILIP MORRIS INC; PHILIP MORRIS & CO LTD,Manufacturing,0.130095528,0.79396728,1
3160,2016,NORDSON CORP,Manufacturing,0.112222147,,0
21793,2013,UNITED AIRLINES HOLDINGS INC; UNITED CONTINENTAL HOLDINGS INC; U A L CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.015511246,0.79396728,0
34798,2013,SEMPRA ENERGY,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027091612,0.79396728,0
20017,2013,ABBOTT LABORATORIES; ABBOTT LABS,Manufacturing,0.059972528,0.79396728,1
21810,2013,UNION PACIFIC CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.088234703,0.79396728,0
30521,2013,MCKESSON H B O C INC; MCKESSON CORP NEW,Wholesale Trade,0.024401553,0.79396728,0
20204,2013,A P A CORP; APACHE CORP,Mining,0.036212016,0.79396728,0
20763,2013,FREEPORT MCMORAN INC; FREEPORT MCMORAN COPPER & GOLD,Mining,0.041876073,0.79396728,1
216,2013,AMGEN INC,Manufacturing,0.076839319,0.79396728,1
21322,2013,OCCIDENTAL PETROLEUM CORP,Mining,0.085004968,0.79396728,0
21376,2013,P P L CORP; P P & L RESOURCES INC; PENNSYLVANIA POWER & LIGHT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.024427679,0.79396728,0
11446,2013,MOHAWK INDUSTRIES INC,Manufacturing,0.041061777,0.79396728,1
21640,2013,SOUTHERN CO; COMMONWEALTH & SOUTHERN CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.026492734,0.79396728,0
21664,2013,STANLEY BLACK & DECKER INC; STANLEY WORKS,Manufacturing,0.029652073,0.79396728,1
20077,2013,AMERICAN ELECTRIC POWER CO INC; AMERICAN GAS & ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.026234623,0.79396728,0
21303,2013,NORTHROP GRUMMAN CORP; NORTHROP CORP; NORTHROP AIRCRAFT INC,Manufacturing,0.073992646,0.79396728,0
21110,2013,LOCKHEED MARTIN CORP; LOCKHEED CORP; LOCKHEED AIRCRAFT CORP,Manufacturing,0.082375373,0.79396728,1
21244,2013,NISOURCE INC; N I P S C O INDUSTRIES INC; NORTHERN INDIANA PUBLIC SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.023488229,0.79396728,0
47183,2015,C F INDUSTRIES HOLDINGS INC,Manufacturing,0.054941949,0.861708666,0
3275,2013,NORTHERN TRUST CORP; NORTRUST CORP,"Finance, Insurance, And Real Estate",0.007103635,0.79396728,1
21299,2013,EVERSOURCE ENERGY; NORTHEAST UTILITIES,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.028278173,0.79396728,0
20906,2013,HERSHEY CO; HERSHEY FOODS CORP; HERSHEY CHOCOLATE CORP,Manufacturing,0.153144533,0.79396728,0
21629,2013,SMUCKER J M CO,Manufacturing,0.062300901,0.79396728,1
20798,2013,GENERAL MILLS INC,Manufacturing,0.078822416,0.79396728,0
45695,2013,MOSAIC CO NEW; MOSAIC CO,Manufacturing,0.042236882,0.79396728,1
20681,2013,F M C CORP; FOOD MACHY & CHEM CORP; FOOD MACHY CORP,Manufacturing,0.056139211,0.79396728,0
1467,2013,ECOLAB INC; ECONOMICS LAB INC,Manufacturing,0.049285769,0.79396728,0
21177,2013,MCDONALDS CORP,Retail Trade,0.152510628,0.79396728,0
21188,2013,MERCK & CO INC NEW; MERCK & CO INC,Manufacturing,0.041686781,0.79396728,0
21394,2013,PFIZER INC; PFIZER CHAS & CO INC,Manufacturing,0.127849344,0.79396728,0
10996,2013,A E S CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.002821014,0.79396728,0
21808,2013,AMEREN CORP; UNION ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.013734436,0.79396728,1
21305,2013,WELLS FARGO & CO NEW; NORWEST CORP; NORTHWEST BANCORPORATION,"Finance, Insurance, And Real Estate",0.014327299,0.79396728,0
21396,2013,EXELON CORP; P E C O ENERGY CO; PHILADELPHIA ELECTRIC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.021507933,0.79396728,1
21201,2013,ENTERGY CORP NEW; ENTERGY CORP; MIDDLE SOUTH UTILITIES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.016830956,0.79396728,1
21230,2013,MOTOROLA SOLUTIONS INC; MOTOROLA INC; GALVIN MANUFACTURING CO,Manufacturing,0.09273479,0.79396728,1
10486,2013,CISCO SYSTEMS INC,Manufacturing,0.098655019,0.79396728,0
9764,2021,M G M RESORTS INTERNATIONAL; M G M MIRAGE; M G M GRAND INC,Services,,0.781484691,0
21179,2013,S & P GLOBAL INC; MCGRAW HILL FINANCIAL INC; MCGRAW HILL COS INC; MCGRAW HILL INC; MCGRAW HILL PUBLISHING INC,Services,0.227025243,0.79396728,1
211,2013,ADVANCED MICRO DEVICES INC,Manufacturing,-0.019137653,0.79396728,0
16382,2013,NVIDIA CORP,Manufacturing,0.060680793,0.79396728,1
7094,2017,GALLAGHER ARTHUR J & CO,"Finance, Insurance, And Real Estate",,0.907998627,0
11253,2013,QUALCOMM INC,Manufacturing,0.15056244,0.79396728,0
20238,2013,AVERY DENNISON CORP; AVERY INTERNATIONAL CORP; AVERY PRODUCTS CORP,Manufacturing,0.046805188,0.79396728,0
20257,2013,BALL CORP,Manufacturing,0.052021791,0.79396728,1
20994,2013,INTERNATIONAL PAPER CO; INTERNATIONAL PAPER & PWR CO,Manufacturing,0.044246384,0.79396728,0
6407,2018,FRANKLIN RESOURCES INC,"Finance, Insurance, And Real Estate",,,0
8087,2018,T ROWE PRICE GROUP INC; T ROWE PRICE ASSOC INC,"Finance, Insurance, And Real Estate",,0.890536488,1
52388,2018,BLACKSTONE INC; BLACKSTONE GROUP INC; BLACKSTONE GROUP LP,"Finance, Insurance, And Real Estate",0.053303601,,0
1103,2013,CHURCH & DWIGHT INC,Manufacturing,0.09258868,0.79396728,0
20463,2013,CLOROX CO,Manufacturing,0.132683832,0.79396728,1
20473,2013,COLGATE PALMOLIVE CO; COLGATE PALMOLIVE PEET CO,Manufacturing,0.161501874,0.79396728,0
21409,2013,PINNACLE WEST CAPITAL CORP; AZP GROUP INC; ARIZONA PUB SVC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.030060215,0.79396728,0
20908,2013,H P INC; HEWLETT PACKARD CO,Manufacturing,0.048383739,0.79396728,1
20932,2013,HORMEL FOODS CORP; HORMEL GEORGE A & CO,Manufacturing,0.107043093,0.79396728,0
4620,2013,TYSON FOODS INC,Manufacturing,0.063890942,0.79396728,0
20569,2013,DELTA AIR LINES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.201714767,0.79396728,0
53896,2013,XYLEM INC,Manufacturing,0.046568627,0.79396728,1
6407,2019,FRANKLIN RESOURCES INC,"Finance, Insurance, And Real Estate",,,0
8087,2019,T ROWE PRICE GROUP INC; T ROWE PRICE ASSOC INC,"Finance, Insurance, And Real Estate",,0.850636943,1
52388,2019,BLACKSTONE INC; BLACKSTONE GROUP INC; BLACKSTONE GROUP LP,"Finance, Insurance, And Real Estate",0.062901647,,0
20616,2013,REVVITY INC; PERKINELMER INC; E G & G INC; EDGERTON GERMES & GRIER INC,Manufacturing,0.042367419,0.79396728,0
20340,2013,BROWN FORMAN CORP; BROWN FORMAN INC; BROWN FORMAN DISTILLERS CORP,Manufacturing,0.160614185,0.79396728,0
36364,2013,AGILENT TECHNOLOGIES INC,Manufacturing,0.067752199,0.79396728,1
20284,2013,BECTON DICKINSON & CO,Manufacturing,0.106428513,0.79396728,0
20277,2013,BAXTER INTERNATIONAL INC; BAXTER TRAVENOL LABS INC; BAXTER LABS INC,Manufacturing,0.077776489,0.79396728,1
20370,2013,C S X CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.05864955,0.79396728,0
4557,2013,THERMO FISHER SCIENTIFIC INC; THERMO ELECTRON CORP,Manufacturing,0.039961209,0.79396728,0
21294,2013,NORFOLK SOUTHERN CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.058799988,0.79396728,1
1685,2013,FEDEX CORP; F D X CORP; FEDERAL EXPRESS CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.063410946,0.79396728,0
36383,2013,UNITED PARCEL SERVICE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.120733459,0.79396728,1
21185,2013,C V S HEALTH CORP; C V S CAREMARK CORP; C V S CORP; MELVILLE CORP; MELVILLE SHOE CORP,Services,0.064200431,0.79396728,0
20265,2013,BANK OF NEW YORK MELLON CORP; BANK NEW YORK INC,"Finance, Insurance, And Real Estate",0.00563971,0.79396728,0
21458,2013,PUBLIC SERVICE ENTERPRISE GP INC; PUBLIC SERVICE ELECTRIC & GAS CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.038220282,0.79396728,0
31386,2013,HARTFORD FINANCIAL SVCS GRP INC; I T T HARTFORD GROUP INC,"Finance, Insurance, And Real Estate",0.000633358,0.79396728,0
20678,2013,EXXON MOBIL CORP; EXXON CORP; STANDARD OIL CO N J,Manufacturing,0.09394247,0.79396728,1
32158,2013,METTLER TOLEDO INTERNATIONAL INC,Manufacturing,0.142182877,0.79396728,0
2801,2015,MCCORMICK & CO INC,Manufacturing,0.089090022,,0
30249,2013,ALBEMARLE CORP,Manufacturing,0.115256457,0.79396728,0
2535,2013,KEYCORP NEW; KEYCORP; KEY BANKS INC; FIRST COML BKS INC,"Finance, Insurance, And Real Estate",0.009791895,0.79396728,0
20436,2013,JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHASE MANHATTAN CORP NEW; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,"Finance, Insurance, And Real Estate",0.007419415,0.79396728,0
51447,2013,FIRST SOLAR INC,Manufacturing,0.051287557,0.79396728,0
20384,2013,CAMPBELL SOUP CO,Manufacturing,0.055028235,0.79396728,0
21300,2013,X C E L ENERGY INC; NORTHERN STATES POWER CO MN,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027965326,0.79396728,0
20499,2013,CONSOLIDATED EDISON INC; CONSOLIDATED EDISON CO NY INC; CONSOLIDATED GAS CO NY,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.026127389,0.79396728,1
51338,2013,LEIDOS HOLDINGS INC; S A I C INC,Services,0.039404133,0.79396728,0
16167,2013,COGNIZANT TECHNOLOGY SOLS CORP,Services,0.14966389,0.79396728,0
10224,2013,GEN DIGITAL INC; NORTONLIFELOCK INC; SYMANTEC CORP,Services,0.066326907,0.79396728,0
20990,2013,INTERNATIONAL BUSINESS MACHS COR,Services,0.130586343,0.79396728,0
21914,2013,WEYERHAEUSER CO,Manufacturing,0.038832942,0.79396728,0
46024,2013,LAS VEGAS SANDS CORP,Services,0.101477302,0.79396728,1
33,2013,MOLSON COORS BEVERAGE CO; MOLSON COORS BREWING CO; COORS ADOLPH CO,Manufacturing,0.036411833,0.79396728,1
21384,2013,PEPSICO INC; PEPSI COLA CO; LOFT INC,Manufacturing,0.086992437,0.79396728,1
20468,2013,COCA COLA CO,Manufacturing,0.095319527,0.79396728,1
21645,2013,A T & T INC; S B C COMMUNICATIONS INC; SOUTHWESTERN BELL CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.065694219,0.79396728,1
45270,2013,C B R E GROUP INC; C B RICHARD ELLIS GROUP INC,"Finance, Insurance, And Real Estate",0.045229962,0.79396728,0
21326,2016,FIRSTENERGY CORP; OHIO EDISON CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.143158431,,0
21609,2013,SHERWIN WILLIAMS CO,Manufacturing,0.117909937,0.79396728,0
30070,2013,EASTMAN CHEMICAL CO,Manufacturing,0.098353736,0.79396728,0
20030,2013,AIR PRODUCTS & CHEMICALS INC,Manufacturing,0.055697167,0.79396728,1
20750,2013,FORD MOTOR CO DEL; FORD MOTOR CO,Manufacturing,0.035416234,0.79396728,1
21916,2013,WHIRLPOOL CORP; WHIRLPOOL SEEGER CORP,Manufacturing,0.053203809,0.79396728,0
20331,2013,BRISTOL MYERS SQUIBB CO; BRISTOL MYERS CO,Manufacturing,0.066412728,0.79396728,1
21018,2013,JOHNSON & JOHNSON,Manufacturing,0.104240935,0.79396728,0
21055,2013,KIMBERLY CLARK CORP,Manufacturing,0.113219515,0.79396728,1
35048,2013,GOLDMAN SACHS GROUP INC,"Finance, Insurance, And Real Estate",0.008820558,0.79396728,1
53554,2013,GENERAL MOTORS CO,Manufacturing,0.03213822,0.79396728,1
20991,2013,INTERNATIONAL FLAVORS & FRAG INC,Manufacturing,0.106114209,0.79396728,1
21356,2013,P G & E CORP; PACIFIC GAS & ELEC CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.014890747,0.79396728,0
21068,2013,KROGER CO; KROGER COMPANY; KROGER GROCERY & BAKING CO,Retail Trade,0.051876644,0.79396728,0
21880,2013,WALMART INC; WAL MART STORES INC,Retail Trade,0.078251144,0.79396728,0
3160,2017,NORDSON CORP,Manufacturing,0.086630142,,0
2551,2013,K L A CORP; K L A TENCOR CORP; K L A INSTRUMENTS CORP,Manufacturing,0.102725993,0.79396728,0
34660,2020,QUANTA SERVICES INC,Construction,0.053058058,,0
6407,2022,FRANKLIN RESOURCES INC,"Finance, Insurance, And Real Estate",,0.764269726,0
8087,2022,T ROWE PRICE GROUP INC; T ROWE PRICE ASSOC INC,"Finance, Insurance, And Real Estate",,0.764269726,1
194,2013,APPLIED MATERIALS INC,Manufacturing,0.021257162,0.79396728,0
34660,2017,QUANTA SERVICES INC,Construction,0.048606561,,0
2367,2013,INTEL CORP,Manufacturing,0.1041599,0.79396728,1
20868,2013,HALLIBURTON CO; HALLIBURTON COMPANY; HALLIBURTON OIL WELL CEMENTING,Mining,0.072716696,0.79396728,0
34660,2019,QUANTA SERVICES INC,Construction,0.048254842,,0
12011,2013,INTUIT INC,Services,0.156398104,,0
30011,2016,REGENCY CENTERS CORP; REGENCY REALTY CORP,"Finance, Insurance, And Real Estate",0.036739909,,0
29911,2016,CAMDEN PROPERTY TRUST,"Finance, Insurance, And Real Estate",0.135999059,,0
3334,2016,U D R INC; UNITED DOMINION REALTY TR INC; OLD DOMINION REAL ESTATE INVT TR,"Finance, Insurance, And Real Estate",0.038116388,,0
31965,2016,ALEXANDRIA REAL EST EQUITIES INC,"Finance, Insurance, And Real Estate",-0.006364241,,0
30421,2016,ESSEX PROPERTY TRUST INC,"Finance, Insurance, And Real Estate",0.033966206,,0
20064,2013,HESS CORP; AMERADA HESS CORP; HESS OIL & CHEM CORP,Mining,0.118164382,0.79396728,1
21401,2013,CONOCOPHILLIPS; PHILLIPS PETROLEUM CO,Mining,0.077555757,0.79396728,1
21205,2013,3M CO; MINNESOTA MINING & MFG CO,Public Administration,0.138867362,0.79396728,1
20561,2013,TARGET CORP; DAYTON HUDSON CORP,Retail Trade,0.044239445,0.79396728,0
20684,2013,NEXTERA ENERGY INC; F P L GROUP INC; FLORIDA POWER & LIGHT CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.027530084,0.79396728,0
20608,2013,DUKE ENERGY CORP NEW; DUKE ENERGY CORP; DUKE POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.023218533,0.79396728,1
20543,2013,CUMMINS INC; CUMMINS ENGINE INC,Manufacturing,0.100692558,0.79396728,1
30345,2013,AVALONBAY COMMUNITIES INC; AVALON BAY COMMUNITIES INC; BAY APARTMENT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.023038733,0.79396728,0
20483,2013,CITIGROUP INC; TRAVELERS GROUP INC; TRAVELERS INC; PRIMERICA CORP NEW; COMMERCIAL CREDIT GROUP INC; COMMERCIAL CREDIT CO,"Finance, Insurance, And Real Estate",0.007271395,0.79396728,1
3151,2013,BANK OF AMERICA CORP; BANKAMERICA CORP NEW; NATIONSBANK CORP; N C N B CORP,"Finance, Insurance, And Real Estate",0.005437448,0.79396728,1
3194,2013,NIKE INC,Manufacturing,0.144831666,0.79396728,0
29911,2017,CAMDEN PROPERTY TRUST,"Finance, Insurance, And Real Estate",0.031815681,,0
3334,2017,U D R INC; UNITED DOMINION REALTY TR INC; OLD DOMINION REAL ESTATE INVT TR,"Finance, Insurance, And Real Estate",0.01571883,,0
42524,2013,PRUDENTIAL FINANCIAL INC,"Finance, Insurance, And Real Estate",-0.000911475,0.79396728,0
